group,size_group,gs_cat,gs_subcat,size_cat.subcat,group_in_cat.subcat,pathway,size_pathway,group_in_pathway,k/K,pval,FDR,qvalue,genes
DMP/R,147,C5,GO:BP,17872,113,GOBP_POSITIVE_REGULATION_OF_PROTEIN_EXPORT_FROM_NUCLEUS,17,1,0.058823529411764705,0.10226132887542694,0.4711885025806697,0.46027216035449003,GSK3B
DMP/R,147,C5,GO:BP,17872,113,GOBP_POST_ANAL_TAIL_MORPHOGENESIS,17,1,0.058823529411764705,0.10226132887542694,0.4711885025806697,0.46027216035449003,AXIN1
DMP/R,147,C5,GO:BP,17872,113,GOBP_PROTEIN_LOCALIZATION_TO_PHAGOPHORE_ASSEMBLY_SITE,17,1,0.058823529411764705,0.10226132887542694,0.4711885025806697,0.46027216035449003,LRBA
DMP/R,147,C5,GO:BP,17872,113,GOBP_PROTEIN_TRIMERIZATION,17,1,0.058823529411764705,0.10226132887542694,0.4711885025806697,0.46027216035449003,SCARA5
DMP/R,147,C5,GO:BP,17872,113,GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_HEAT,17,1,0.058823529411764705,0.10226132887542694,0.4711885025806697,0.46027216035449003,GSK3B
DMP/R,147,C5,GO:BP,17872,113,GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_SPINDLE_ASSEMBLY_CHECKPOINT,17,1,0.058823529411764705,0.10226132887542694,0.4711885025806697,0.46027216035449003,MAD1L1
DMP/R,147,C5,GO:BP,17872,113,GOBP_SNO_S_RNA_METABOLIC_PROCESS,17,1,0.058823529411764705,0.10226132887542694,0.4711885025806697,0.46027216035449003,EXOSC10
DMP/R,147,C5,GO:BP,17872,113,GOBP_TERPENOID_BIOSYNTHETIC_PROCESS,17,1,0.058823529411764705,0.10226132887542694,0.4711885025806697,0.46027216035449003,ALDH1A3
DMP/R,147,C5,GO:BP,17872,113,GOBP_ENERGY_RESERVE_METABOLIC_PROCESS,86,2,0.023255813953488372,0.10293861907029062,0.4711885025806697,0.46027216035449003,"c(""GYG1"", ""GSK3B"")"
DMP/R,147,C5,GO:BP,17872,113,GOBP_MICROTUBULE_BASED_MOVEMENT,393,5,0.01272264631043257,0.10392102114116221,0.4711885025806697,0.46027216035449003,"c(""MAP2"", ""TRAK2"", ""PLA2G3"", ""MREG"", ""DYNC1H1"")"
DMP/R,147,C5,GO:BP,17872,113,GOBP_PYRIMIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,87,2,0.022988505747126436,0.1049426990374681,0.4711885025806697,0.46027216035449003,"c(""DTYMK"", ""NT5C"")"
DMP/R,147,C5,GO:BP,17872,113,GOBP_SYNAPSE_ASSEMBLY,180,3,0.016666666666666666,0.10588877099226453,0.4711885025806697,0.46027216035449003,"c(""SYNDIG1"", ""GABRB2"", ""SHANK2"")"
DMP/R,147,C5,GO:BP,17872,113,GOBP_BONE_REMODELING,88,2,0.022727272727272728,0.10695742892649844,0.4711885025806697,0.46027216035449003,"c(""DEF8"", ""LGR4"")"
DMP/R,147,C5,GO:BP,17872,113,GOBP_ORGANIC_HYDROXY_COMPOUND_TRANSPORT,286,4,0.013986013986013986,0.10786705182023157,0.4711885025806697,0.46027216035449003,"c(""NPC1L1"", ""CHRNA4"", ""KCNQ1"", ""APOC3"")"
DMP/R,147,C5,GO:BP,17872,113,GOBP_ACETYL_COA_BIOSYNTHETIC_PROCESS,18,1,0.05555555555555555,0.10794290097495562,0.4711885025806697,0.46027216035449003,ACSS2
DMP/R,147,C5,GO:BP,17872,113,GOBP_ACROSOME_ASSEMBLY,18,1,0.05555555555555555,0.10794290097495562,0.4711885025806697,0.46027216035449003,PLA2G3
DMP/R,147,C5,GO:BP,17872,113,GOBP_AXONAL_TRANSPORT_OF_MITOCHONDRION,18,1,0.05555555555555555,0.10794290097495562,0.4711885025806697,0.46027216035449003,TRAK2
DMP/R,147,C5,GO:BP,17872,113,GOBP_COENZYME_A_METABOLIC_PROCESS,18,1,0.05555555555555555,0.10794290097495562,0.4711885025806697,0.46027216035449003,PANK4
DMP/R,147,C5,GO:BP,17872,113,GOBP_GASTRIC_ACID_SECRETION,18,1,0.05555555555555555,0.10794290097495562,0.4711885025806697,0.46027216035449003,KCNQ1
DMP/R,147,C5,GO:BP,17872,113,GOBP_HEPATOCYTE_APOPTOTIC_PROCESS,18,1,0.05555555555555555,0.10794290097495562,0.4711885025806697,0.46027216035449003,CFLAR
DMP/R,147,C5,GO:BP,17872,113,GOBP_IMP_METABOLIC_PROCESS,18,1,0.05555555555555555,0.10794290097495562,0.4711885025806697,0.46027216035449003,NT5C
DMP/R,147,C5,GO:BP,17872,113,GOBP_NADPH_REGENERATION,18,1,0.05555555555555555,0.10794290097495562,0.4711885025806697,0.46027216035449003,RPIA
DMP/R,147,C5,GO:BP,17872,113,GOBP_NUCLEOLAR_LARGE_RRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_I,18,1,0.05555555555555555,0.10794290097495562,0.4711885025806697,0.46027216035449003,SMARCA4
DMP/R,147,C5,GO:BP,17872,113,GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_III,18,1,0.05555555555555555,0.10794290097495562,0.4711885025806697,0.46027216035449003,RPTOR
DMP/R,147,C5,GO:BP,17872,113,GOBP_REGULATION_OF_ENDOCYTIC_RECYCLING,18,1,0.05555555555555555,0.10794290097495562,0.4711885025806697,0.46027216035449003,PLA2G3
DMP/R,147,C5,GO:BP,17872,113,GOBP_RESPONSE_TO_FOLLICLE_STIMULATING_HORMONE,18,1,0.05555555555555555,0.10794290097495562,0.4711885025806697,0.46027216035449003,GCLM
DMP/R,147,C5,GO:BP,17872,113,GOBP_RESPONSE_TO_STEROL_DEPLETION,18,1,0.05555555555555555,0.10794290097495562,0.4711885025806697,0.46027216035449003,NPC1L1
DMP/R,147,C5,GO:BP,17872,113,GOBP_STRIATUM_DEVELOPMENT,18,1,0.05555555555555555,0.10794290097495562,0.4711885025806697,0.46027216035449003,ALDH1A3
DMP/R,147,C5,GO:BP,17872,113,GOBP_TRACHEA_DEVELOPMENT,18,1,0.05555555555555555,0.10794290097495562,0.4711885025806697,0.46027216035449003,RARG
DMP/R,147,C5,GO:BP,17872,113,GOBP_METANEPHROS_DEVELOPMENT,89,2,0.02247191011235955,0.10898259702085751,0.4711885025806697,0.46027216035449003,"c(""LGR4"", ""LAMB2"")"
DMP/R,147,C5,GO:BP,17872,113,GOBP_REGULATION_OF_CILIUM_ASSEMBLY,89,2,0.02247191011235955,0.10898259702085751,0.4711885025806697,0.46027216035449003,"c(""GSK3B"", ""TBC1D22A"")"
DMP/R,147,C5,GO:BP,17872,113,GOBP_RESPONSE_TO_CAMP,89,2,0.02247191011235955,0.10898259702085751,0.4711885025806697,0.46027216035449003,"c(""KCNQ1"", ""ITPR2"")"
DMP/R,147,C5,GO:BP,17872,113,GOBP_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING,288,4,0.013888888888888888,0.10991224744504453,0.4711885025806697,0.46027216035449003,"c(""CFLAR"", ""MAP3K14"", ""TRAF5"", ""TRIM68"")"
DMP/R,147,C5,GO:BP,17872,113,GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION,91,2,0.02197802197802198,0.11306341198065802,0.4711885025806697,0.46027216035449003,"c(""MAD1L1"", ""CHFR"")"
DMP/R,147,C5,GO:BP,17872,113,GOBP_RESPONSE_TO_PEPTIDE_HORMONE,404,5,0.012376237623762377,0.11327229582935029,0.4711885025806697,0.46027216035449003,"c(""CFLAR"", ""PKM"", ""KCNQ1"", ""GLP2R"", ""GSK3B"")"
DMP/R,147,C5,GO:BP,17872,113,GOBP_ATRIAL_CARDIAC_MUSCLE_CELL_TO_AV_NODE_CELL_SIGNALING,19,1,0.05263157894736842,0.11358883198144298,0.4711885025806697,0.46027216035449003,KCNQ1
DMP/R,147,C5,GO:BP,17872,113,GOBP_CELLULAR_RESPONSE_TO_REACTIVE_NITROGEN_SPECIES,19,1,0.05263157894736842,0.11358883198144298,0.4711885025806697,0.46027216035449003,CFLAR
DMP/R,147,C5,GO:BP,17872,113,GOBP_GLYCOSYL_COMPOUND_BIOSYNTHETIC_PROCESS,19,1,0.05263157894736842,0.11358883198144298,0.4711885025806697,0.46027216035449003,DTYMK
DMP/R,147,C5,GO:BP,17872,113,GOBP_MAINTENANCE_OF_CELL_POLARITY,19,1,0.05263157894736842,0.11358883198144298,0.4711885025806697,0.46027216035449003,GSK3B
DMP/R,147,C5,GO:BP,17872,113,GOBP_NEGATIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION,19,1,0.05263157894736842,0.11358883198144298,0.4711885025806697,0.46027216035449003,AXIN1
DMP/R,147,C5,GO:BP,17872,113,GOBP_NEGATIVE_REGULATION_OF_LIPOPROTEIN_PARTICLE_CLEARANCE,19,1,0.05263157894736842,0.11358883198144298,0.4711885025806697,0.46027216035449003,APOC3
DMP/R,147,C5,GO:BP,17872,113,GOBP_NEGATIVE_REGULATION_OF_PLATELET_ACTIVATION,19,1,0.05263157894736842,0.11358883198144298,0.4711885025806697,0.46027216035449003,PRKG1
DMP/R,147,C5,GO:BP,17872,113,GOBP_NEGATIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS,19,1,0.05263157894736842,0.11358883198144298,0.4711885025806697,0.46027216035449003,CFLAR
DMP/R,147,C5,GO:BP,17872,113,GOBP_NUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS,19,1,0.05263157894736842,0.11358883198144298,0.4711885025806697,0.46027216035449003,NT5C
DMP/R,147,C5,GO:BP,17872,113,GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION,19,1,0.05263157894736842,0.11358883198144298,0.4711885025806697,0.46027216035449003,PLA2G3
DMP/R,147,C5,GO:BP,17872,113,GOBP_PROSTAGLANDIN_TRANSPORT,19,1,0.05263157894736842,0.11358883198144298,0.4711885025806697,0.46027216035449003,PLA2G3
DMP/R,147,C5,GO:BP,17872,113,GOBP_PYRIMIDINE_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS,19,1,0.05263157894736842,0.11358883198144298,0.4711885025806697,0.46027216035449003,DTYMK
DMP/R,147,C5,GO:BP,17872,113,GOBP_REFLEX,19,1,0.05263157894736842,0.11358883198144298,0.4711885025806697,0.46027216035449003,ALDH1A3
DMP/R,147,C5,GO:BP,17872,113,GOBP_REGULATION_OF_CIRCADIAN_SLEEP_WAKE_CYCLE,19,1,0.05263157894736842,0.11358883198144298,0.4711885025806697,0.46027216035449003,PER3
DMP/R,147,C5,GO:BP,17872,113,GOBP_REGULATION_OF_PROTEIN_KINASE_A_SIGNALING,19,1,0.05263157894736842,0.11358883198144298,0.4711885025806697,0.46027216035449003,PDE4A
DMP/R,147,C5,GO:BP,17872,113,GOBP_RESPONSE_TO_HEPATOCYTE_GROWTH_FACTOR,19,1,0.05263157894736842,0.11358883198144298,0.4711885025806697,0.46027216035449003,GCLM
DMP/R,147,C5,GO:BP,17872,113,GOBP_RETINAL_METABOLIC_PROCESS,19,1,0.05263157894736842,0.11358883198144298,0.4711885025806697,0.46027216035449003,ALDH1A3
DMP/R,147,C5,GO:BP,17872,113,GOBP_SYNAPTIC_VESICLE_CYTOSKELETAL_TRANSPORT,19,1,0.05263157894736842,0.11358883198144298,0.4711885025806697,0.46027216035449003,MAP2
DMP/R,147,C5,GO:BP,17872,113,GOBP_TELOMERASE_RNA_LOCALIZATION,19,1,0.05263157894736842,0.11358883198144298,0.4711885025806697,0.46027216035449003,EXOSC10
DMP/R,147,C5,GO:BP,17872,113,GOBP_VOCALIZATION_BEHAVIOR,19,1,0.05263157894736842,0.11358883198144298,0.4711885025806697,0.46027216035449003,SHANK2
DMP/R,147,C5,GO:BP,17872,113,GOBP_NEGATIVE_REGULATION_OF_CELL_GROWTH,186,3,0.016129032258064516,0.11386687675694082,0.4711885025806697,0.46027216035449003,"c(""SMARCA4"", ""MAP2"", ""SLIT3"")"
DMP/R,147,C5,GO:BP,17872,113,GOBP_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DIFFERENTIATION,92,2,0.021739130434782608,0.11511864637726558,0.4711885025806697,0.46027216035449003,"c(""RARG"", ""GSK3B"")"
DMP/R,147,C5,GO:BP,17872,113,GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_WOUNDING,92,2,0.021739130434782608,0.11511864637726558,0.4711885025806697,0.46027216035449003,"c(""SERPING1"", ""PRKG1"")"
DMP/R,147,C5,GO:BP,17872,113,GOBP_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS,92,2,0.021739130434782608,0.11511864637726558,0.4711885025806697,0.46027216035449003,"c(""PLA2G3"", ""APOC3"")"
DMP/R,147,C5,GO:BP,17872,113,GOBP_CELLULAR_RESPONSE_TO_PEPTIDE_HORMONE_STIMULUS,294,4,0.013605442176870748,0.11615203839891351,0.4711885025806697,0.46027216035449003,"c(""CFLAR"", ""PKM"", ""GLP2R"", ""GSK3B"")"
DMP/R,147,C5,GO:BP,17872,113,GOBP_CILIUM_ORGANIZATION,410,5,0.012195121951219513,0.11853974400068128,0.4711885025806697,0.46027216035449003,"c(""PLA2G3"", ""KCNQ1"", ""GSK3B"", ""TBC1D22A"", ""ABLIM1"")"
DMP/R,147,C5,GO:BP,17872,113,GOBP_CELLULAR_RESPONSE_TO_GONADOTROPIN_STIMULUS,20,1,0.05,0.11919934349133443,0.4711885025806697,0.46027216035449003,GCLM
DMP/R,147,C5,GO:BP,17872,113,GOBP_METANEPHRIC_TUBULE_DEVELOPMENT,20,1,0.05,0.11919934349133443,0.4711885025806697,0.46027216035449003,LGR4
DMP/R,147,C5,GO:BP,17872,113,GOBP_NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERASE,20,1,0.05,0.11919934349133443,0.4711885025806697,0.46027216035449003,EXOSC10
DMP/R,147,C5,GO:BP,17872,113,GOBP_POTASSIUM_ION_EXPORT_ACROSS_PLASMA_MEMBRANE,20,1,0.05,0.11919934349133443,0.4711885025806697,0.46027216035449003,KCNQ1
DMP/R,147,C5,GO:BP,17872,113,GOBP_REGULATION_OF_AMYLOID_BETA_CLEARANCE,20,1,0.05,0.11919934349133443,0.4711885025806697,0.46027216035449003,PLA2G3
DMP/R,147,C5,GO:BP,17872,113,GOBP_REGULATION_OF_LIPOPROTEIN_LIPASE_ACTIVITY,20,1,0.05,0.11919934349133443,0.4711885025806697,0.46027216035449003,APOC3
DMP/R,147,C5,GO:BP,17872,113,GOBP_RENAL_ABSORPTION,20,1,0.05,0.11919934349133443,0.4711885025806697,0.46027216035449003,KCNQ1
DMP/R,147,C5,GO:BP,17872,113,GOBP_REVERSE_CHOLESTEROL_TRANSPORT,20,1,0.05,0.11919934349133443,0.4711885025806697,0.46027216035449003,APOC3
DMP/R,147,C5,GO:BP,17872,113,GOBP_CELLULAR_MODIFIED_AMINO_ACID_METABOLIC_PROCESS,190,3,0.015789473684210527,0.11930959154805186,0.4711885025806697,0.46027216035449003,"c(""GGT7"", ""PLA2G3"", ""GCLM"")"
DMP/R,147,C5,GO:BP,17872,113,GOBP_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS,190,3,0.015789473684210527,0.11930959154805186,0.4711885025806697,0.46027216035449003,"c(""AXIN1"", ""GSK3B"", ""CHFR"")"
DMP/R,147,C5,GO:BP,17872,113,GOBP_RIBOSE_PHOSPHATE_BIOSYNTHETIC_PROCESS,191,3,0.015706806282722512,0.12068529847469454,0.4711885025806697,0.46027216035449003,"c(""ADCY9"", ""PANK4"", ""ACSS2"")"
DMP/R,147,C5,GO:BP,17872,113,GOBP_POSITIVE_REGULATION_OF_JNK_CASCADE,95,2,0.021052631578947368,0.12134122760064313,0.4711885025806697,0.46027216035449003,"c(""AXIN1"", ""TRAF5"")"
DMP/R,147,C5,GO:BP,17872,113,GOBP_DNA_GEOMETRIC_CHANGE,96,2,0.020833333333333332,0.12343371816494882,0.4711885025806697,0.46027216035449003,"c(""RFC2"", ""MCM2"")"
DMP/R,147,C5,GO:BP,17872,113,GOBP_BLASTOCYST_GROWTH,21,1,0.047619047619047616,0.12477465573564772,0.4711885025806697,0.46027216035449003,RTF1
DMP/R,147,C5,GO:BP,17872,113,GOBP_CHROMATIN_DISASSEMBLY,21,1,0.047619047619047616,0.12477465573564772,0.4711885025806697,0.46027216035449003,SMARCA4
DMP/R,147,C5,GO:BP,17872,113,GOBP_DOSAGE_COMPENSATION,21,1,0.047619047619047616,0.12477465573564772,0.4711885025806697,0.46027216035449003,EXOSC10
DMP/R,147,C5,GO:BP,17872,113,GOBP_ETHANOL_METABOLIC_PROCESS,21,1,0.047619047619047616,0.12477465573564772,0.4711885025806697,0.46027216035449003,ACSS2
DMP/R,147,C5,GO:BP,17872,113,GOBP_INTESTINAL_LIPID_ABSORPTION,21,1,0.047619047619047616,0.12477465573564772,0.4711885025806697,0.46027216035449003,NPC1L1
DMP/R,147,C5,GO:BP,17872,113,GOBP_LEUKOTRIENE_BIOSYNTHETIC_PROCESS,21,1,0.047619047619047616,0.12477465573564772,0.4711885025806697,0.46027216035449003,GGT7
DMP/R,147,C5,GO:BP,17872,113,GOBP_LIPID_DIGESTION,21,1,0.047619047619047616,0.12477465573564772,0.4711885025806697,0.46027216035449003,NPC1L1
DMP/R,147,C5,GO:BP,17872,113,GOBP_MAINTENANCE_OF_SYNAPSE_STRUCTURE,21,1,0.047619047619047616,0.12477465573564772,0.4711885025806697,0.46027216035449003,SHANK2
DMP/R,147,C5,GO:BP,17872,113,GOBP_MITOCHONDRIAL_DEPOLARIZATION,21,1,0.047619047619047616,0.12477465573564772,0.4711885025806697,0.46027216035449003,GCLM
DMP/R,147,C5,GO:BP,17872,113,GOBP_NEGATIVE_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING,21,1,0.047619047619047616,0.12477465573564772,0.4711885025806697,0.46027216035449003,GSK3B
DMP/R,147,C5,GO:BP,17872,113,GOBP_NEGATIVE_REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS,21,1,0.047619047619047616,0.12477465573564772,0.4711885025806697,0.46027216035449003,APOC3
DMP/R,147,C5,GO:BP,17872,113,GOBP_NUCLEAR_MIGRATION,21,1,0.047619047619047616,0.12477465573564772,0.4711885025806697,0.46027216035449003,DYNC1H1
DMP/R,147,C5,GO:BP,17872,113,GOBP_POSITIVE_REGULATION_OF_MAST_CELL_ACTIVATION,21,1,0.047619047619047616,0.12477465573564772,0.4711885025806697,0.46027216035449003,PLA2G3
DMP/R,147,C5,GO:BP,17872,113,GOBP_PROTEIN_DNA_COMPLEX_DISASSEMBLY,21,1,0.047619047619047616,0.12477465573564772,0.4711885025806697,0.46027216035449003,SMARCA4
DMP/R,147,C5,GO:BP,17872,113,GOBP_PYRIMIDINE_NUCLEOTIDE_CATABOLIC_PROCESS,21,1,0.047619047619047616,0.12477465573564772,0.4711885025806697,0.46027216035449003,NT5C
DMP/R,147,C5,GO:BP,17872,113,GOBP_RAB_PROTEIN_SIGNAL_TRANSDUCTION,21,1,0.047619047619047616,0.12477465573564772,0.4711885025806697,0.46027216035449003,MADD
DMP/R,147,C5,GO:BP,17872,113,GOBP_REGULATION_OF_BRANCHING_INVOLVED_IN_URETERIC_BUD_MORPHOGENESIS,21,1,0.047619047619047616,0.12477465573564772,0.4711885025806697,0.46027216035449003,LGR4
DMP/R,147,C5,GO:BP,17872,113,GOBP_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY,21,1,0.047619047619047616,0.12477465573564772,0.4711885025806697,0.46027216035449003,GSK3B
DMP/R,147,C5,GO:BP,17872,113,GOBP_REGULATION_OF_MYOBLAST_FUSION,21,1,0.047619047619047616,0.12477465573564772,0.4711885025806697,0.46027216035449003,CFLAR
DMP/R,147,C5,GO:BP,17872,113,GOBP_RESPONSE_TO_GLUCAGON,21,1,0.047619047619047616,0.12477465573564772,0.4711885025806697,0.46027216035449003,GLP2R
DMP/R,147,C5,GO:BP,17872,113,GOBP_RESPONSE_TO_NITRIC_OXIDE,21,1,0.047619047619047616,0.12477465573564772,0.4711885025806697,0.46027216035449003,CFLAR
DMP/R,147,C5,GO:BP,17872,113,GOBP_RETROGRADE_AXONAL_TRANSPORT,21,1,0.047619047619047616,0.12477465573564772,0.4711885025806697,0.46027216035449003,DYNC1H1
DMP/R,147,C5,GO:BP,17872,113,GOBP_RRNA_CATABOLIC_PROCESS,21,1,0.047619047619047616,0.12477465573564772,0.4711885025806697,0.46027216035449003,EXOSC10
DMP/R,147,C5,GO:BP,17872,113,GOBP_NEGATIVE_REGULATION_OF_PROTEIN_BINDING,97,2,0.020618556701030927,0.12553503111118738,0.47242612342541157,0.461481108401374,"c(""MAP2"", ""GSK3B"")"
DMP/R,147,C5,GO:BP,17872,113,GOBP_BONE_MORPHOGENESIS,98,2,0.02040816326530612,0.12764497392212798,0.47242612342541157,0.461481108401374,"c(""RARG"", ""COL27A1"")"
DMP/R,147,C5,GO:BP,17872,113,GOBP_LONG_TERM_SYNAPTIC_POTENTIATION,98,2,0.02040816326530612,0.12764497392212798,0.47242612342541157,0.461481108401374,"c(""GSK3B"", ""SHANK2"")"
DMP/R,147,C5,GO:BP,17872,113,GOBP_RNA_LOCALIZATION,196,3,0.015306122448979591,0.1276514263414241,0.47242612342541157,0.461481108401374,"c(""ATXN2"", ""EXOSC10"", ""MRPL18"")"
DMP/R,147,C5,GO:BP,17872,113,GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT,197,3,0.015228426395939087,0.12906180855393865,0.47242612342541157,0.461481108401374,"c(""MAP2"", ""DYNC1H1"", ""GSK3B"")"
DMP/R,147,C5,GO:BP,17872,113,GOBP_COGNITION,306,4,0.013071895424836602,0.1290860940486535,0.47242612342541157,0.461481108401374,"c(""CHRNA4"", ""DGCR2"", ""JAKMIP1"", ""SHANK2"")"
DMP/R,147,C5,GO:BP,17872,113,GOBP_VIRAL_GENE_EXPRESSION,99,2,0.020202020202020204,0.1297633561224837,0.47242612342541157,0.461481108401374,"c(""SMARCA4"", ""GSK3B"")"
DMP/R,147,C5,GO:BP,17872,113,GOBP_CELL_PROLIFERATION_INVOLVED_IN_KIDNEY_DEVELOPMENT,22,1,0.045454545454545456,0.1303149875883104,0.47242612342541157,0.461481108401374,CFLAR
DMP/R,147,C5,GO:BP,17872,113,GOBP_CYCLIC_NUCLEOTIDE_BIOSYNTHETIC_PROCESS,22,1,0.045454545454545456,0.1303149875883104,0.47242612342541157,0.461481108401374,ADCY9
DMP/R,147,C5,GO:BP,17872,113,GOBP_DNA_UNWINDING_INVOLVED_IN_DNA_REPLICATION,22,1,0.045454545454545456,0.1303149875883104,0.47242612342541157,0.461481108401374,MCM2
DMP/R,147,C5,GO:BP,17872,113,GOBP_IRON_ION_TRANSMEMBRANE_TRANSPORT,22,1,0.045454545454545456,0.1303149875883104,0.47242612342541157,0.461481108401374,SCARA5
DMP/R,147,C5,GO:BP,17872,113,GOBP_NEGATIVE_REGULATION_OF_ATP_DEPENDENT_ACTIVITY,22,1,0.045454545454545456,0.1303149875883104,0.47242612342541157,0.461481108401374,MCM2
DMP/R,147,C5,GO:BP,17872,113,GOBP_NEGATIVE_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION,22,1,0.045454545454545456,0.1303149875883104,0.47242612342541157,0.461481108401374,RARG
DMP/R,147,C5,GO:BP,17872,113,GOBP_PYRIMIDINE_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS,22,1,0.045454545454545456,0.1303149875883104,0.47242612342541157,0.461481108401374,NT5C
DMP/R,147,C5,GO:BP,17872,113,GOBP_REGULATION_OF_COMPLEMENT_ACTIVATION,22,1,0.045454545454545456,0.1303149875883104,0.47242612342541157,0.461481108401374,SERPING1
DMP/R,147,C5,GO:BP,17872,113,GOBP_REGULATION_OF_ICOSANOID_SECRETION,22,1,0.045454545454545456,0.1303149875883104,0.47242612342541157,0.461481108401374,PLA2G3
DMP/R,147,C5,GO:BP,17872,113,GOBP_REGULATION_OF_LOW_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE,22,1,0.045454545454545456,0.1303149875883104,0.47242612342541157,0.461481108401374,APOC3
DMP/R,147,C5,GO:BP,17872,113,GOBP_SIGNAL_TRANSDUCTION_INVOLVED_IN_REGULATION_OF_GENE_EXPRESSION,22,1,0.045454545454545456,0.1303149875883104,0.47242612342541157,0.461481108401374,TRAF5
DMP/R,147,C5,GO:BP,17872,113,GOBP_STEROID_HORMONE_SECRETION,22,1,0.045454545454545456,0.1303149875883104,0.47242612342541157,0.461481108401374,KCNQ1
DMP/R,147,C5,GO:BP,17872,113,GOBP_NUCLEOTIDE_PHOSPHORYLATION,100,2,0.02,0.13188998926117348,0.4744077047083065,0.46341678105255446,"c(""PKM"", ""DTYMK"")"
DMP/R,147,C5,GO:BP,17872,113,GOBP_RESPONSE_TO_LEUKEMIA_INHIBITORY_FACTOR,100,2,0.02,0.13188998926117348,0.4744077047083065,0.46341678105255446,"c(""RARG"", ""GCLM"")"
DMP/R,147,C5,GO:BP,17872,113,GOBP_PURINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,200,3,0.015,0.13332633516499634,0.4744077047083065,0.46341678105255446,"c(""ADCY9"", ""PANK4"", ""ACSS2"")"
DMP/R,147,C5,GO:BP,17872,113,GOBP_REGULATION_OF_PROTEIN_POLYMERIZATION,200,3,0.015,0.13332633516499634,0.4744077047083065,0.46341678105255446,"c(""MAP2"", ""TBCD"", ""CDC42EP3"")"
DMP/R,147,C5,GO:BP,17872,113,GOBP_RESPONSE_TO_MECHANICAL_STIMULUS,201,3,0.014925373134328358,0.13475879751054443,0.4744077047083065,0.46341678105255446,"c(""PKD1L2"", ""KCNQ1"", ""MAP3K14"")"
DMP/R,147,C5,GO:BP,17872,113,GOBP_RESPONSE_TO_MONOSACCHARIDE,201,3,0.014925373134328358,0.13475879751054443,0.4744077047083065,0.46341678105255446,"c(""SMARCA4"", ""GCLM"", ""SLC29A1"")"
DMP/R,147,C5,GO:BP,17872,113,GOBP_ADAPTATION_OF_SIGNALING_PATHWAY,23,1,0.043478260869565216,0.13582055657444547,0.4744077047083065,0.46341678105255446,NECAB2
DMP/R,147,C5,GO:BP,17872,113,GOBP_AUDITORY_RECEPTOR_CELL_DEVELOPMENT,23,1,0.043478260869565216,0.13582055657444547,0.4744077047083065,0.46341678105255446,KCNQ1
DMP/R,147,C5,GO:BP,17872,113,GOBP_CIRCADIAN_SLEEP_WAKE_CYCLE,23,1,0.043478260869565216,0.13582055657444547,0.4744077047083065,0.46341678105255446,PER3
DMP/R,147,C5,GO:BP,17872,113,GOBP_DIOL_BIOSYNTHETIC_PROCESS,23,1,0.043478260869565216,0.13582055657444547,0.4744077047083065,0.46341678105255446,PCBD2
DMP/R,147,C5,GO:BP,17872,113,GOBP_GLOMERULAR_EPITHELIAL_CELL_DIFFERENTIATION,23,1,0.043478260869565216,0.13582055657444547,0.4744077047083065,0.46341678105255446,LAMB2
DMP/R,147,C5,GO:BP,17872,113,GOBP_HISTONE_H3_K4_TRIMETHYLATION,23,1,0.043478260869565216,0.13582055657444547,0.4744077047083065,0.46341678105255446,RTF1
DMP/R,147,C5,GO:BP,17872,113,GOBP_LIVER_MORPHOGENESIS,23,1,0.043478260869565216,0.13582055657444547,0.4744077047083065,0.46341678105255446,CFLAR
